SMILES,Adduct,True CCS,vpa,bond_lengths
[C@@H]1([C@H](O)[C@@H]([C@H](O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2c2c(cc(c3c2oc(cc3=O)c2ccc(cc2)O)O)O)CO)O)O)O[C@@H]1C)O)O,[M+Na]+,228.4067859,283.4,"[1.5331177400496379, 1.438254874422881, 1.51899666081999, 1.5496221590541168, 1.4271356474763122, 1.4387418300386206, 1.5454175558513097, 1.5343959584389555, 1.5309495105992865, 1.432709459650855, 1.4407937193963014, 1.5197237976067544, 1.4056645773481222, 1.3954762693139389, 1.389086029924667, 1.3970050179463023, 1.397893986050258, 1.3754933555630728, 1.3817879319101316, 1.3391406482723913, 1.4669120121048558, 1.2261486700099617, 1.4718124747781283, 1.4036527658932034, 1.3976469785140189, 1.3905663924374814, 1.3890540019029645, 1.396748216836492, 1.3634005161194094, 1.369098678358553, 1.368065806381865, 1.5320036420328653, 1.4265628146668092, 1.4333873925392073, 1.438986649827361, 1.4354871296576903, 1.427076494144372, 1.526314559453049, 1.440043211938387, 1.4419494815487044, 1.545793847477662, 1.5540373563585148, 1.4100364735728192, 1.4027531426416497, 1.469269385042497]"
C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)/C=C/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O,[M+Na]+,316.1991044,519.8000000000001,"[1.5068323601710891, 1.3502920080857372, 1.4482280837976618, 1.3428754626367543, 1.4472639937785055, 1.3516167071235416, 1.513188672715753, 1.4694945980732643, 1.3439884325648344, 1.4477991230751523, 1.3482055138407107, 1.500866854911429, 1.4944999556896437, 1.219738490189349, 1.350182924869549, 1.4408458835759357, 1.5462323959966637, 1.5290776099487788, 1.531509944192613, 1.5329217561612565, 1.4349322637770574, 1.5390241726796718, 1.4331941478336472, 1.4304998100144244, 1.548263802868407, 1.5221334398176445, 1.5264922121545015, 1.5469457758899765, 1.4327891418087364, 1.534917396591183, 1.4273258963817597, 1.4388151739910702, 1.4405017096902055, 1.4360602510960818, 1.4411911670496111, 1.4368445533055794, 1.4437212625227154, 1.4669799061851703, 1.3434861546449097, 1.4531241610535732, 1.349795089354448, 1.5006317336146249, 1.4982724400790544, 1.2214393204472604, 1.3526799209597744, 1.4347725062518781, 1.545975274079512, 1.5396891963120698, 1.5369108158846043, 1.5321905888687744, 1.4342360639458385, 1.5436218423839896, 1.4378087260599213, 1.4314207275562731, 1.5550948652105432, 1.5364366272587993, 1.5455220545623682, 1.543377753047477, 1.4242041571313755, 1.5284608539695947, 1.4310560154601248, 1.4370239930200324, 1.4320686607642519, 1.437902942862314, 1.428174855067827, 1.4382977416411928, 1.4350547165742038, 1.4311217991676402, 1.4327098164361416, 1.4339362504844568, 1.4452688431645557]"
C(=O)(/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)\C)\C)/C)/C)O[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O,[M+Na]+,281.95453,436.4,"[1.2187102797424711, 1.48969836250743, 1.3523525086748325, 1.4514053658789563, 1.3392093393191937, 1.4689199377651954, 1.3532938806660708, 1.442392468003095, 1.3507436659435261, 1.4532270424491456, 1.347849001618615, 1.4665537986060924, 1.3499019439722375, 1.4531394886538322, 1.3479394413201113, 1.485951053046327, 1.2370428695711877, 1.3544436000934357, 1.439024351028392, 1.5377122075950906, 1.537405048188697, 1.5331731646647673, 1.5368716429128035, 1.4449373740320635, 1.53665300156322, 1.4166674362019591, 1.4426304088096265, 1.4408070620311628, 1.4404864000647086, 1.4916107369444167, 1.5047656599614008, 1.5097195585392054, 1.4988887840479779, 1.3531362593355645, 1.4341895140898269, 1.542728663438684, 1.5372213876883611, 1.5329251454347033, 1.5460356793942303, 1.4405691900883197, 1.5390881653455701, 1.432015168660317, 1.4331606197941247, 1.5585529785326937, 1.545143494177823, 1.5426782293479908, 1.5503293411748216, 1.4290211507794648, 1.534302058624403, 1.4275223903287793, 1.4406003687752587, 1.4306052161943879, 1.4466332588982678, 1.4330599968067086, 1.44378118190738, 1.44463344311805, 1.4361280720390686, 1.4241759861760859, 1.4363895516997944]"
Cc1cc(cc(c1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,[M+Na]+,175.747545,161.0,"[1.4999674356575112, 1.3980988178657157, 1.3920409232898883, 1.393171959569666, 1.393008606064149, 1.4003654795820133, 1.3670189645006612, 1.431536140934051, 1.5505607404575192, 1.5273317053833246, 1.5269137114913625, 1.5408848145193703, 1.4400620285559724, 1.5389991727132584, 1.421421285179344, 1.4334415121345225, 1.4408963289014651, 1.44073150981097, 1.3651411741796091, 1.4023179015644578, 1.4388804242419813]"
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,[M+H]+,209.0068227,234.5,"[1.3973282753209588, 1.3843404961204167, 1.3936267929239865, 1.3917807150996564, 1.4063869606640782, 1.476991824647076, 1.3411825157329897, 1.4705016691086568, 1.2257605085288146, 1.4680712768071524, 1.398477280451073, 1.3943598827764747, 1.3965412659046885, 1.395867800491506, 1.395534647955729, 1.3726482108152798, 1.3667345543197837, 1.4387009917147289, 1.5393782905003224, 1.5265774619125874, 1.531021600075223, 1.5387748353404471, 1.4431135992021866, 1.535513888536903, 1.429113014179675, 1.4312303289498118, 1.4375456185615674, 1.4373825125956838, 1.3685321582173944, 1.369199219304548, 1.3650317781251016, 1.4087662385315578, 1.3873284907704346, 1.3926294298809039, 1.4320970708477747]"
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,[M+H]+,195.987143,210.5,"[1.4200021763296453, 1.3696696499450778, 1.3994462695597167, 1.4076608495371465, 1.410247508654648, 1.3945417961878641, 1.3992841945227628, 1.374835335488672, 1.372634637294926, 1.4243225484371604, 1.529510505810652, 1.5365324389315806, 1.5193967093428307, 1.5129331868977407, 1.4323715136492574, 1.3642120609989792, 1.2212711778809557, 1.5296074200574736, 1.5150280394636109, 1.4080798369168392, 1.3781619859529946, 1.3723006950423464, 1.3771505031391085, 1.4077164893967515, 1.3592345021824483, 1.4425898285575622, 1.4437400258335058, 1.4238618221468642, 1.3972008751885594, 1.5250597200039058, 1.5009174163137995, 1.4223460576590692, 1.359488472203964]"
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,[M+Na]+,199.7209001,212.46666666666664,"[1.4193185208209522, 1.3696024446866513, 1.4004176971257694, 1.4087198416212758, 1.4122209918108084, 1.3948243828245677, 1.398715426324264, 1.3746894896830226, 1.372359942305012, 1.4231381017617664, 1.5363965831883772, 1.5413212782094146, 1.530172596967826, 1.520323764833664, 1.4223269919003836, 1.3557088757100229, 1.221173454721727, 1.5445629455935437, 1.51297204506722, 1.4049851222065772, 1.3790951484445684, 1.3724630405762492, 1.3764599046536126, 1.406219036616862, 1.3593080569384361, 1.4429113485266971, 1.4430983789514837, 1.4242605630942413, 1.3970668709023466, 1.5313509654534105, 1.507983892435901, 1.4228839012960897, 1.359945279783824]"
COc1cc(c2c(c1)oc(=O)c1c2oc2cc(c(cc12)O)O)O,[M+H]+,167.9281871,170.6,"[1.422734306999971, 1.3682494217677816, 1.4007022092116912, 1.3982064544246988, 1.3915208193167297, 1.4015594145190085, 1.3912360834519433, 1.4309705355890867, 1.4211504770134324, 1.2251993538537644, 1.4444625448262198, 1.3699716605249121, 1.352454543580513, 1.3692368584736203, 1.395802898307817, 1.3930429264189255, 1.3961858918406587, 1.3944224892292973, 1.406675336318279, 1.3675553857193694, 1.370689380673166, 1.3676518902059855, 1.397744593311789, 1.4177083752158062, 1.4357311592757294, 1.3994367359437214]"
CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)CO,[M+Na]+,190.1068536,192.86666666666665,"[1.5339435669947388, 1.541453285237933, 1.4961147703651223, 1.514605228944949, 1.5344654299262073, 1.5189615488968082, 1.4922416132982343, 1.5032908111365781, 1.4958758297868233, 1.3479596951006247, 1.5090823113963434, 1.5461946884604798, 1.5649760046080952, 1.5443690243374808, 1.2422913109915297, 1.5570021459690044, 1.3438111036322815, 1.5051364348461658, 1.4161412791339474, 1.4858200420978935, 1.480285954522054, 1.4496250195087372, 1.5166522658771002, 1.420512536503497, 1.5664608081090334, 1.5257204618504412, 1.5132291092207641, 1.5642536451481255]"
COc1c2ccc(=O)oc2cc2c1cco2,[M+H]+,139.9218483,124.23333333333335,"[1.4286279295297868, 1.380507812885072, 1.40926207719563, 1.459400538069054, 1.3360903929269483, 1.4713506482606622, 1.225153787739253, 1.3873201241069721, 1.414755553711115, 1.3974839146030904, 1.3906558786218137, 1.3912631975125498, 1.4225189807033254, 1.3754307586922379, 1.3580408108453754, 1.4123354033586877, 1.3978353429943826, 1.3617025738921307]"
O=C(OC)C2=CO[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]3[C@@H]2[C@H](O)C[C@]3(C)OC(C)=O,[M+Na]+,207.7561118,231.16666666666666,"[1.2218956169193083, 1.353094266231572, 1.4260885405655772, 1.47832650457004, 1.3379012919341462, 1.3665862980451589, 1.431152740500924, 1.4317976729726152, 1.4270197470967747, 1.4349478594674876, 1.4336319522047392, 1.5340124632832697, 1.4285473346781594, 1.5402805931903287, 1.4338946875179917, 1.5224035447177149, 1.435776941765177, 1.532119378839968, 1.4388881030171732, 1.540703812525725, 1.5482924418647956, 1.531841943385431, 1.4145898337525078, 1.5233213411853366, 1.5430590956525707, 1.5404483264287545, 1.451899990271177, 1.359186094699291, 1.4980544430128506, 1.221416025445302, 1.5516619060793129, 1.4941810501482382, 1.5706787829810855]"
[C@@H]1([C@H]2[C@@H](C(=CO1)C(=O)O)CC=C2CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO,[M+Na]+,188.1188481,197.59999999999997,"[1.5372773025343216, 1.547956651412006, 1.5111567371567929, 1.3406785172798996, 1.3710897821215031, 1.4777163544479481, 1.218323725652759, 1.3428853263863523, 1.545723827550259, 1.495845241432851, 1.3391679916597332, 1.486576313634229, 1.4179426293532236, 1.4319917695106132, 1.4274485415431388, 1.546953099802771, 1.4363056298122006, 1.5302648539148203, 1.4378760670288384, 1.5268859073555372, 1.4280450938127598, 1.5292089182521638, 1.4380960337589148, 1.5318835509930726, 1.4304092331546228, 1.4382961329879138, 1.4335460635424508, 1.5143704677396252]"
COC(=O)C1=CO[C@H]([C@@H]2C(=CC[C@H]12)CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,[M+Na]+,193.7007273,207.9,"[1.428087702872534, 1.355572793260696, 1.2222960496825666, 1.4839806021075366, 1.3409745453505464, 1.371053729082321, 1.433535647088165, 1.5392905604745932, 1.516148474688868, 1.3410488771959017, 1.494299556311595, 1.5431030771738348, 1.493884772712241, 1.4181594656652232, 1.4320776782980984, 1.4202414861074855, 1.5452478272832229, 1.5378933515390594, 1.5375871915954735, 1.54197554988886, 1.5371547633581344, 1.4277580926113234, 1.437152707941353, 1.444567495923155, 1.4251430313799458, 1.4396090639161305, 1.5100057554145268, 1.433484582339837, 1.5510800941012848]"
Oc1cc(O)cc2OC(=CC(=O)c12)c6cc(c5c(O)cc(O)c3c5OC(=CC3=O)c4ccc(O)cc4)c(OC)cc6,[M+H]+,230.4867904,293.03333333333336,"[1.365020207672638, 1.3971904783039302, 1.390536695709031, 1.3630150119901703, 1.3888096445260332, 1.3981797108607104, 1.3737591020804105, 1.38357532271745, 1.3389398536173744, 1.4744009340823172, 1.2233914448259111, 1.4808737208921812, 1.477612870361091, 1.4021114344486811, 1.408777087233797, 1.47536739256695, 1.407172719020145, 1.3698984046643694, 1.3948592671273714, 1.389777994865688, 1.3688927776767417, 1.3969729681371752, 1.3961188462933207, 1.377658405019492, 1.3837617047828212, 1.3398902102565544, 1.4685654657505673, 1.2264006139215209, 1.4772670851129797, 1.4047555768751923, 1.398993067169254, 1.3898631417167553, 1.3627873056899504, 1.3882754534324582, 1.3969552870124493, 1.4092106827184925, 1.3713269926985745, 1.421476400822758, 1.396672315533121, 1.3998867111178128, 1.401163562792092, 1.3985416156460386, 1.467983251406852, 1.404793986760907, 1.4105753172910591, 1.4003227230905875]"
Oc1cc(OC)cc2OC(=CC(=O)c12)c6cc(c5c(O)cc(O)c3c5OC(=CC3=O)c4ccc(OC)cc4)c(OC)cc6,[M+H]+,235.3669477,313.3666666666667,"[1.3685246300027136, 1.3940627342682543, 1.3991530846736775, 1.3689099537177436, 1.422184198060177, 1.3969026718587427, 1.3993852219479332, 1.3735776757940195, 1.3874971708351773, 1.3404876411190552, 1.469876091378092, 1.226242138337814, 1.4668296288315448, 1.4766611008458872, 1.4025878707611288, 1.4089738206573568, 1.4756302923109692, 1.4034923007992177, 1.369712073392702, 1.3931389099172151, 1.3949597603146353, 1.3654153696819389, 1.4005059724758522, 1.4015207366459588, 1.3784567070426466, 1.3801427007887794, 1.3380184708603753, 1.4728320302911868, 1.2236066308041482, 1.477276681862302, 1.4005798374893397, 1.3989021567347746, 1.3959267586487323, 1.3669850985053489, 1.4229738471377407, 1.3936336877193987, 1.4010916329261034, 1.4090887544834574, 1.3719221355049427, 1.4233292988842858, 1.3965804300657196, 1.3984946543575882, 1.3956201464336293, 1.3915090127989995, 1.4826375647746217, 1.4036913663208241, 1.4128012112761124, 1.400681108523867]"
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC,[M+H]+,231.5089288,301.3666666666667,"[1.4231323169481525, 1.3669833882025328, 1.3935972437214026, 1.400857443374368, 1.4023783128503586, 1.3998516529924772, 1.3981397001865445, 1.472284625741266, 1.3396082674871657, 1.4681653099025738, 1.2267195464188205, 1.4693730235926414, 1.397220980305601, 1.378260642640535, 1.410851000984888, 1.407823527315619, 1.3950447013068619, 1.389510125570641, 1.369118907136924, 1.3700612288584453, 1.4766617252904213, 1.4100085804186007, 1.3963539669909002, 1.3997030183531602, 1.4006601446267672, 1.4026006545989496, 1.4782223518211532, 1.340425369401876, 1.469945946312324, 1.2267538156007318, 1.4665531696789122, 1.3989105062390574, 1.3938105006312647, 1.3921303870284696, 1.3923770218622675, 1.3953061392729504, 1.37260552939285, 1.3643508102742874, 1.3688604782979548, 1.3714444848211318, 1.4226824149327615, 1.3971473708616042, 1.3822549047295067, 1.3971494927039414, 1.4096509065985967, 1.3875356916499335, 1.392878741847019]"
O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO,[M+Na]+,143.9859551,100.76666666666667,"[1.423248180002061, 1.5373746741145746, 1.436672623114116, 1.5271781413094174, 1.4382601620225028, 1.5290282051010222, 1.4332620860992604, 1.539913345937296, 1.4330385856011345, 1.5349970462510403, 1.4262581998167985, 1.4254026248936855]"
CCOC(=O)C1=CC2=CC=CC=C2OC1=O,[M+H]+,141.9164875,129.29999999999998,"[1.516191788067466, 1.4332335674978478, 1.3612156535447464, 1.2202748675102397, 1.4759352572682816, 1.3434806743972931, 1.4531463048101987, 1.3962722123157418, 1.3987780861488985, 1.3969831933324515, 1.3934233086650445, 1.3924155141113062, 1.4063721457569305, 1.394087132744156, 1.2253029708902372, 1.4761409551152167, 1.3909484038395952]"
CCOC(=O)C1=CC2=CC=CC=C2OC1=O,[M+Na]+,159.2533194,129.1,"[1.5171624126268457, 1.4357284998371302, 1.3610740108008257, 1.220089362526471, 1.4755523450572583, 1.343328645192245, 1.4531543049215068, 1.3962648828607351, 1.3987817296598946, 1.3969893415498198, 1.3934249618190744, 1.3924201600754005, 1.4064800211076998, 1.3940368668873464, 1.225325701307822, 1.475793674401122, 1.3910694971534963]"
CC1=CC(=O)OC2=C1C=CC(=C2[N+](=O)[O-])O,[M+H]+,144.5735374,122.66666666666667,"[1.500940375967541, 1.3409854695976609, 1.4697719887026648, 1.2243348865636325, 1.3841853344085786, 1.4092452444207717, 1.3981038269487485, 1.4051590257469042, 1.4031766050950427, 1.3917349796141347, 1.3924520453668379, 1.4392352482008324, 1.2389338084849517, 1.2389335825875023, 1.3630384783444303, 1.4706010365457485, 1.396873165422809]"
CC1=CC(=O)OC2=CC(=CC(=C12)O)O,[M+H]+,136.8856341,110.36666666666665,"[1.5008900401567034, 1.3420574021863652, 1.4675952407963193, 1.225449044658248, 1.380532250595739, 1.410403018793518, 1.3963452022313123, 1.3843448315172495, 1.3900339094298986, 1.403354795166525, 1.4079104303580243, 1.3700732790776597, 1.3627578383253065, 1.4780376699951028, 1.4017628183955837]"
CC1=CC(=O)OC2=CC(=C(C=C12)O)O,[M+H]+,136.8009543,108.8,"[1.5002180909214498, 1.341215591874782, 1.4709616076201888, 1.22550614601057, 1.3828550815552303, 1.409044766501797, 1.3949996335229227, 1.383230886300126, 1.3929324041009588, 1.394595495403259, 1.4037833242125828, 1.3682830186745418, 1.3647403452608533, 1.4706047520855605, 1.4018360382629638]"
C1=CC2=C(C=CC(=O)O2)C=C1O,[M+H]+,129.5846156,93.43333333333332,"[1.3944600361428525, 1.3940352339799658, 1.394146488804435, 1.453517296329562, 1.33646329819941, 1.473717685249229, 1.2256824752430737, 1.3882583718481547, 1.3952480148319657, 1.3942885807106666, 1.363977102099424, 1.3941622504648705, 1.4084766948442808]"
C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O,[M+H]+,156.5026607,149.70000000000002,"[1.394429602759067, 1.395871603202386, 1.4005294063855194, 1.4005332358072404, 1.3958716196496759, 1.4747950961626841, 1.3426082213463568, 1.46939445724619, 1.225331240967893, 1.384321992885327, 1.4058487980516117, 1.3949487722406118, 1.4043732867885386, 1.4007181633479218, 1.3878105617812604, 1.3882315868606703, 1.368487647556125, 1.364315330472727, 1.3944303899189756, 1.4703113073811407, 1.3921168065043124]"
COc2cc(O)ccc2/C=C/C(=O)c1ccc(O)cc1,[M+H]+,167.4537974,164.96666666666664,"[1.4221398616345018, 1.37459212802285, 1.3989893315730082, 1.3924940177196363, 1.3643547736167867, 1.3884513730779438, 1.3951388325785836, 1.4052597064766321, 1.4737467273194274, 1.3413965416342002, 1.4859966290031217, 1.2281745255659846, 1.4842900307816576, 1.4020446821229886, 1.3978163202103626, 1.3920645670669296, 1.3630358237921312, 1.390513549614916, 1.3957080842436815, 1.400593037004881, 1.4122291185184124]"
COc2cc(O)ccc2/C=C/C(=O)c1ccc(O)cc1,[M+Na]+,183.7506159,166.13333333333333,"[1.4221378189900347, 1.3745917419453795, 1.3989891048790715, 1.3924935666260818, 1.3643552538323618, 1.388450726057374, 1.3951388873081354, 1.4052589813927572, 1.4737475900784305, 1.3413963521900267, 1.4859962836250025, 1.22817378256768, 1.4842891893513255, 1.4020446638247452, 1.397816143664435, 1.3920650560562844, 1.363035719932075, 1.390512704784317, 1.3957066175308652, 1.4005930569051952, 1.4122296231903586]"
COC1=C(C=CC(=C1O)O)C=CC(=O)C2=CC=C(C=C2)O,[M+H]+,170.362418,164.3,"[1.4203369248122542, 1.3732335275758427, 1.4147206506090213, 1.407487371801107, 1.3933072514726197, 1.3867674109915489, 1.400855176836369, 1.371360261074609, 1.371175431205798, 1.473578837597455, 1.3426683010020735, 1.4861666730193985, 1.228246304228211, 1.486471789191761, 1.4013558980102503, 1.3977949429837333, 1.391600548187127, 1.3900154199914476, 1.3957149738721748, 1.3631561612759062, 1.39862705848924, 1.4014980573265603]"
CC(C)(C=C)c1c(cc(c(c1)/C=C/C(=O)c1ccc(cc1)O)OC)O,[M+H]+,191.2557476,212.13333333333335,"[1.547326915585298, 1.5466268202620614, 1.5390776186289212, 1.3412895294369516, 1.5486671585896443, 1.4019992316478938, 1.40443323775074, 1.3965088930480207, 1.4031582596411516, 1.4052270071315056, 1.4714037153151776, 1.341303728518813, 1.4859980250457518, 1.2275034598542907, 1.4822199663668418, 1.4000701303919876, 1.395516144529724, 1.3906377055934938, 1.3927235007922678, 1.3972814907972972, 1.3631296218930942, 1.3709613604457886, 1.4209389510648285, 1.3662756435612646, 1.4144805838536476, 1.4016384965595494]"
CC(C)(C=C)c1c(cc(c(c1)/C=C/C(=O)c1ccc(cc1)O)OC)O,[M+Na]+,206.1727913,211.06666666666666,"[1.5492508551640112, 1.5518935644960827, 1.5325450188427479, 1.3409965036803413, 1.5489389193186616, 1.4065627582684483, 1.4012208504104446, 1.3963230139908591, 1.4056125475113415, 1.408831395706096, 1.472879975030272, 1.3409626375289738, 1.4864290950682544, 1.2267525973509708, 1.4879751238376477, 1.4015184323391663, 1.3958967026663123, 1.3898950349200447, 1.3918245876747128, 1.3986485916647713, 1.3628647136833887, 1.373137147717367, 1.4220135974523802, 1.3688853555898668, 1.4090664680271483, 1.4025855766524264]"
CC1([C@@H]2CC[C@@]3([C@@H]([C@]2(CC[C@@H]1O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)OC1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)C)C(=O)C=C1[C@]3(CC[C@@]2([C@H]1C[C@@](CC2)(C)C(=O)O)C)C)C)C,[M+Na]+,295.2507884,413.4333333333334,"[1.5580193319541988, 1.5809767225838005, 1.540150321826001, 1.5306784108606106, 1.5564339126164743, 1.5729041102212862, 1.584757368849539, 1.56346856131561, 1.5207222418396729, 1.5278562159437732, 1.437174618519552, 1.432721987499625, 1.557676088749658, 1.5428018379083122, 1.5382100025212548, 1.5417859013821318, 1.4387857412911957, 1.5230619377856176, 1.2260085038448587, 1.3473284412675666, 1.4338456222568525, 1.4366762028221811, 1.426236043719318, 1.4237538034657482, 1.539620968112652, 1.5221819713999398, 1.5263311467317822, 1.5363908320862112, 1.426464886855667, 1.5300362249701898, 1.2226083153869411, 1.3534842658062312, 1.4392918821795642, 1.4363767709573918, 1.4423790520208628, 1.5461789079625405, 1.5250750510410442, 1.2300450847236573, 1.4844273247151913, 1.3482451533717206, 1.5422780336604303, 1.5515384659209637, 1.5343526571215622, 1.5640197139888976, 1.568731583914896, 1.5566557241100558, 1.5464531000949608, 1.5429299636209397, 1.530185546052638, 1.5423455133978403, 1.5291687752137122, 1.2195323412829715, 1.346669895553039, 1.557768316036543, 1.5622857796672367, 1.5612102200829692, 1.542538810437951, 1.573810674386752, 1.4302215374883265, 1.4218219334998423, 1.5468916590557167, 1.5708842067883624, 1.564755238798695, 1.6327283471433571]"
CC1(C=Cc2c(O1)ccc1c2OC[C@H](C1)c1c(cc(cc1)O)O)C,[M+H]+,180.628133,195.46666666666667,"[1.533884567427986, 1.5097171980640067, 1.3356580745210909, 1.4590573180822297, 1.3982048755039678, 1.3668379932727486, 1.3954796317884393, 1.3933460013092058, 1.400467072475186, 1.4055776820070474, 1.3764580274237748, 1.431117019849964, 1.5290521432385389, 1.5336950798444648, 1.51838073477632, 1.4040955753699333, 1.3963482848920896, 1.3880546714534756, 1.386330034333224, 1.3969645063067917, 1.3629694191884425, 1.3668901157462021, 1.5337410681646104, 1.4419568820183888, 1.5058889710370091, 1.4093831181317542, 1.4087273173181876]"
COc1cc(cc(c1C(=O)/C=C/c1ccccc1)O)O,[M+H]+,164.0165577,166.73333333333332,"[1.4290491747416814, 1.3705541323793062, 1.3961906064734138, 1.390903609082964, 1.3931818156673972, 1.397177434736785, 1.4019224785706155, 1.4774277854296676, 1.2260382503694196, 1.4878771250241165, 1.3413275671969727, 1.4682892468328832, 1.4007936230150653, 1.3971208025609736, 1.393138622214281, 1.3933231348954769, 1.3974833471488535, 1.3683996075139775, 1.3639221126975498, 1.4002329779783205, 1.4012459586108323]"
COc1cc(cc(c1C(=O)/C=C/c1ccccc1)O)O,[M+Na]+,178.2783891,161.9,"[1.4223782039916408, 1.3699794684953215, 1.4004361874802007, 1.3943686552901322, 1.3875984171889575, 1.3907918003691184, 1.4063961291174953, 1.4818805660997152, 1.2321477874938682, 1.4851771742140274, 1.3418540214680432, 1.4691567178112592, 1.4009877483011963, 1.3973891609643028, 1.3932655068043398, 1.3930812835683999, 1.3970580940466202, 1.3717951761446416, 1.3643473454790558, 1.4082819556036468, 1.4011280703826234]"
C1(=O)C(=C)[C@H]2[C@H](O1)[C@H]1[C@](CC/C=C(\CC2)/C)(C)O1,[M+H]+,154.2330393,150.26666666666668,"[1.2161708817052055, 1.4753766937228645, 1.3382173218604598, 1.4904836392459218, 1.5299393475974887, 1.444793947502603, 1.5014313469106173, 1.5399398362650276, 1.5177836781556124, 1.5298801287061221, 1.5043227502662135, 1.3492743713402757, 1.5123488211827743, 1.5371768890086144, 1.5086041880630634, 1.509866143907563, 1.4288840739350959, 1.3582617786670794, 1.438780829155224, 1.541436981628812]"
